employee_id,nama,tanggal_lahir,alamat,jabatan,department,tanggal_masuk
462332,Tgk. Lukman Wibowo,1988-08-19,"Gg. Rawamangun No. 127, Tangerang Selatan, Kalimantan Barat 81651",Underwriter,Underwriting,2022-06-14
861140,"Dipa Wahyudin, S.I.Kom",2007-03-27,"Gang Cikapayang No. 359, Makassar, BE 00627",Senior CS Officer,Customer Service,2021-10-02
527452,Aisyah Megantara,1998-08-24,"Jalan K.H. Wahid Hasyim No. 7, Sorong, JA 88294",Finance Manager,Finance,2024-07-21
302042,Kalim Maryati,2006-07-01,"Jl. Cikutra Barat No. 9, Salatiga, Maluku 86190",Finance Analyst,Finance,2020-09-17
652461,Clara Utami,1992-11-29,"Jalan Surapati No. 3, Pangkalpinang, KR 03893",Claims Analyst,Claims,2021-09-23
788056,Zalindra Tarihoran,1994-12-02,"Jalan Ciumbuleuit No. 599, Bekasi, Nusa Tenggara Timur 16143",Regional Sales Manager,Sales,2022-08-04
356127,Ajimat Nashiruddin,1995-02-14,"Gg. Tebet Barat Dalam No. 11, Manado, Maluku Utara 50307",Senior Sales Executive,Sales,2022-09-15
25340,T. Perkasa Damanik,1994-02-14,"Jalan Antapani Lama No. 348, Bandung, BB 61631",Regional Sales Manager,Sales,2024-12-06
635014,"Natalia Halimah, S.I.Kom",1972-03-02,"Jalan PHH. Mustofa No. 399, Binjai, SU 07938",Finance Manager,Finance,2022-11-10
195897,Ir. Dian Farida,1990-06-30,"Jalan Erlangga No. 879, Denpasar, Papua 87430",Claims Supervisor,Claims,2021-06-07
361494,Ir. Asman Halim,1992-10-08,"Jl. Tubagus Ismail No. 482, Banda Aceh, LA 40316",Finance Supervisor,Finance,2023-11-22
974550,Tgk. Kamila Marpaung,1987-04-06,"Jalan Indragiri No. 9, Samarinda, SG 44185",Senior Sales Executive,Sales,2023-04-21
488886,Sakura Hasanah,2004-12-17,"Gg. Antapani Lama No. 53, Palangkaraya, Nusa Tenggara Barat 72733",Regional Sales Manager,Sales,2024-01-09
913295,Caket Zulkarnain,2000-04-28,"Gang KH Amin Jasuta No. 7, Surabaya, Sumatera Selatan 56936",Finance Analyst,Finance,2022-05-14
354859,"Jamalia Prasetyo, S.Ked",1996-07-30,"Jalan Dipenogoro No. 9, Bengkulu, KS 70305",Underwriter,Underwriting,2022-06-09
898868,Raisa Januar,2005-04-19,"Gang Soekarno Hatta No. 098, Kupang, SU 92058",Underwriting Manager,Underwriting,2023-03-14
375051,"Ir. Amalia Hutagalung, S.Ked",1973-10-20,"Jl. Pelajar Pejuang No. 432, Pangkalpinang, SU 50613",Claims Supervisor,Claims,2023-09-29
479324,"dr. Hairyanto Nugroho, S.Gz",2005-08-15,"Gang Cikapayang No. 342, Padang Sidempuan, Sumatera Selatan 31301",Finance Staff,Finance,2024-05-02
820129,Jayadi Ramadan,1979-04-18,"Gg. Jayawijaya No. 8, Bitung, KI 26346",Finance Staff,Finance,2022-10-10
436805,Galur Laksmiwati,1992-01-15,"Jl. Cihampelas No. 50, Cirebon, Kalimantan Utara 47918",CS Manager,Customer Service,2023-01-02
211817,Eman Prabowo,1966-03-07,"Jalan Laswi No. 17, Sorong, SN 17711",Finance Supervisor,Finance,2022-06-14
883680,"Hj. Nadia Hutasoit, M.M.",2007-05-25,"Gang Gardujati No. 364, Langsa, KS 26009",Finance Supervisor,Finance,2020-09-23
517883,"Calista Yuniar, S.Kom",1972-09-27,"Jalan Pacuan Kuda No. 099, Sukabumi, Nusa Tenggara Timur 08906",Underwriter,Underwriting,2022-07-30
751959,Alambana Utama,1974-09-25,"Gg. Jend. Sudirman No. 183, Parepare, MU 18043",Sales Executive,Sales,2024-03-01
962378,"R.A. Tari Natsir, S.I.Kom",1985-02-17,"Gang Siliwangi No. 42, Kupang, PA 93044",Senior Sales Executive,Sales,2021-07-31
809442,Ajiono Mahendra,1991-04-24,"Jalan Rungkut Industri No. 41, Sukabumi, PA 11757",Underwriting Manager,Underwriting,2024-05-20
317589,"Dadap Anggriawan, M.Pd",2000-01-23,"Jl. Dipatiukur No. 98, Pagaralam, NB 49927",Claims Supervisor,Claims,2025-03-08
152020,Lasmanto Laksita,1986-05-26,"Gang Ciumbuleuit No. 52, Tanjungpinang, Jawa Timur 81948",Underwriting Supervisor,Underwriting,2021-05-01
91164,Zizi Wahyudin,1993-07-02,"Jl. Peta No. 7, Serang, ST 00523",Claims Manager,Claims,2020-10-27
557696,"Puji Suryatmi, M.Ak",1983-12-17,"Gg. Laswi No. 69, Parepare, RI 52209",Finance Manager,Finance,2025-03-07
732136,Sutan Bakianto Mandasari,1972-12-23,"Gang Waringin No. 78, Solok, KB 21109",Regional Sales Manager,Sales,2021-06-13
469037,"Kajen Mansur, S.T.",2003-11-16,"Gang Rungkut Industri No. 77, Bengkulu, KU 08885",Senior Sales Executive,Sales,2025-02-20
662422,"R.A. Ayu Jailani, S.Gz",2003-09-14,"Jl. HOS. Cokroaminoto No. 1, Medan, SU 92018",Sales Executive,Sales,2021-06-24
466866,"Cici Saragih, S.IP",2006-07-08,"Jl. Gedebage Selatan No. 937, Tanjungbalai, Kepulauan Bangka Belitung 24016",Underwriting Manager,Underwriting,2021-09-05
419750,Septi Saputra,1999-12-16,"Gang Gardujati No. 8, Gorontalo, BT 76086",Senior Underwriter,Underwriting,2021-04-28
355793,"Cut Ajeng Hidayat, M.M.",1978-07-14,"Gg. Ronggowarsito No. 6, Medan, MU 75328",Sales Manager,Sales,2025-06-16
800553,dr. Mahdi Budiyanto,2006-08-11,"Jalan Dipatiukur No. 1, Pematangsiantar, Sumatera Barat 28972",Senior Sales Executive,Sales,2022-01-21
396848,"Dt. Rahmat Mustofa, M.TI.",1991-02-24,"Jalan Gedebage Selatan No. 03, Sorong, BA 95132",Senior Underwriter,Underwriting,2024-10-10
677777,"Purwanto Safitri, S.Pt",1969-10-14,"Gang Otto Iskandardinata No. 856, Bekasi, Sulawesi Selatan 19493",Claims Officer,Claims,2025-06-27
63944,"Ratna Pranowo, S.E.I",2004-04-10,"Gang Cikutra Timur No. 371, Serang, AC 79944",Underwriting Manager,Underwriting,2022-12-20
938785,"R.A. Paramita Napitupulu, S.T.",1965-10-07,"Jl. H.J Maemunah No. 27, Manado, Sulawesi Tenggara 92774",Claims Officer,Claims,2022-01-04
634134,Carla Jailani,1967-08-14,"Gg. Kutisari Selatan No. 557, Madiun, Nusa Tenggara Timur 26383",Senior CS Officer,Customer Service,2022-07-28
228052,Mutia Maheswara,1985-04-07,"Gang Rungkut Industri No. 13, Tangerang, Sulawesi Tenggara 15902",Finance Analyst,Finance,2024-11-13
426682,H. Capa Mandala,1991-09-27,"Jalan Ciumbuleuit No. 6, Kupang, KB 45124",CS Supervisor,Customer Service,2022-02-10
161920,Mala Maulana,1993-12-27,"Gg. Indragiri No. 546, Bitung, KS 88836",Senior CS Officer,Customer Service,2024-03-06
512620,"Hj. Vanya Hutagalung, S.Kom",1996-02-19,"Jl. Gegerkalong Hilir No. 5, Kota Administrasi Jakarta Barat, Riau 03662",Finance Staff,Finance,2021-07-07
409525,Rangga Wijayanti,1965-05-14,"Jl. Rungkut Industri No. 75, Manado, DI Yogyakarta 31998",CS Officer,Customer Service,2023-02-15
143595,"Bella Dabukke, S.Kom",1969-01-19,"Gang Rungkut Industri No. 8, Jambi, Sulawesi Tengah 18062",Underwriting Supervisor,Underwriting,2023-10-15
223789,Parman Yuniar,1982-02-09,"Jalan Bangka Raya No. 440, Kota Administrasi Jakarta Utara, Bali 72165",Finance Supervisor,Finance,2024-01-31
771921,"Kurnia Widodo, S.Gz",1992-05-02,"Jalan Cikutra Timur No. 68, Sawahlunto, KS 90238",Finance Staff,Finance,2021-06-20
878360,"Genta Kusumo, S.E.",1988-12-26,"Jalan Tebet Barat Dalam No. 1, Tangerang Selatan, SU 14171",Finance Staff,Finance,2025-03-01
156136,Zahra Wibowo,1969-09-26,"Jalan Soekarno Hatta No. 499, Cilegon, BE 71999",Senior CS Officer,Customer Service,2023-04-07
84321,"Dr. Darman Nugroho, S.Pt",1998-12-16,"Gg. Sukajadi No. 04, Samarinda, Sulawesi Barat 28431",Sales Executive,Sales,2021-10-08
495545,"drg. Kusuma Hartati, S.T.",2000-08-09,"Gg. Cikutra Timur No. 07, Magelang, Jambi 20572",Claims Manager,Claims,2024-04-21
182100,Caraka Utama,1968-04-15,"Gang R.E Martadinata No. 4, Kota Administrasi Jakarta Selatan, Bengkulu 60328",CS Manager,Customer Service,2025-03-17
445524,Hesti Sihombing,1998-03-15,"Gang Indragiri No. 64, Dumai, Sulawesi Tengah 85254",Sales Executive,Sales,2025-06-24
451969,Cinta Sihotang,1997-02-07,"Jl. Siliwangi No. 3, Samarinda, BB 95542",Finance Analyst,Finance,2022-12-05
407640,Shakila Rajata,1970-01-05,"Jalan Moch. Ramdan No. 173, Batam, Kalimantan Utara 84749",Sales Manager,Sales,2024-05-31
647654,Harsanto Tarihoran,1976-01-12,"Gang Siliwangi No. 8, Kediri, Jambi 68634",Finance Staff,Finance,2022-05-10
529538,Kayla Oktaviani,2004-04-18,"Gang Lembong No. 3, Pagaralam, Sumatera Utara 01530",CS Manager,Customer Service,2023-07-14
246120,"Zaenab Susanti, S.E.",1994-06-14,"Gg. Stasiun Wonokromo No. 590, Bandung, Aceh 32282",Senior Sales Executive,Sales,2024-07-05
383297,Argono Haryanti,1965-07-30,"Gg. KH Amin Jasuta No. 337, Kotamobagu, SN 72630",Sales Executive,Sales,2024-11-15
638396,Utama Oktaviani,1989-06-22,"Jalan Kutisari Selatan No. 2, Yogyakarta, BT 62253",Finance Supervisor,Finance,2022-03-12
803545,Queen Saragih,2004-06-09,"Gg. R.E Martadinata No. 78, Sibolga, Sumatera Barat 13028",CS Officer,Customer Service,2023-10-16
602444,R. Putu Saefullah,2006-05-31,"Gang Erlangga No. 730, Madiun, Sulawesi Tenggara 56334",Finance Supervisor,Finance,2021-12-17
150960,Ir. Kamila Yulianti,1967-10-21,"Jl. Kapten Muslihat No. 721, Prabumulih, KI 84723",Claims Analyst,Claims,2021-09-25
540122,"Unjani Damanik, S.Gz",1982-01-15,"Gang K.H. Wahid Hasyim No. 848, Mojokerto, Jambi 69832",Claims Manager,Claims,2021-05-24
110628,Lamar Yuliarti,1996-07-20,"Jalan Gardujati No. 2, Prabumulih, Nusa Tenggara Barat 02387",Finance Staff,Finance,2024-08-09
277717,"Devi Wijaya, M.TI.",1998-05-05,"Gang Setiabudhi No. 598, Bandung, KI 12936",Finance Manager,Finance,2024-02-22
726895,R.A. Padma Pranowo,2002-04-11,"Gang Waringin No. 21, Metro, MU 00182",Senior CS Officer,Customer Service,2021-08-21
833394,Upik Hariyah,1968-04-19,"Jl. K.H. Wahid Hasyim No. 80, Pontianak, Nusa Tenggara Timur 36917",Senior CS Officer,Customer Service,2020-12-17
659153,"drg. Laswi Irawan, M.Farm",1965-01-12,"Gang BKR No. 011, Padangpanjang, AC 25433",Senior Sales Executive,Sales,2025-01-02
744040,Ika Wahyudin,1980-09-03,"Jalan Sentot Alibasa No. 71, Sungai Penuh, BB 26443",Claims Officer,Claims,2024-11-21
790678,Digdaya Haryanti,2002-02-16,"Gang Rungkut Industri No. 77, Jayapura, JT 82886",Finance Staff,Finance,2022-02-02
158446,Maida Maryati,1973-12-18,"Gang Kendalsari No. 721, Banjarbaru, KR 12434",Finance Staff,Finance,2021-05-15
430029,Dian Mardhiyah,1998-03-11,"Jl. Rungkut Industri No. 9, Kota Administrasi Jakarta Pusat, BA 22817",Claims Officer,Claims,2022-01-06
192125,"Ir. Lamar Sirait, S.E.",1999-09-09,"Gang Stasiun Wonokromo No. 8, Pekalongan, Sulawesi Utara 06344",Finance Staff,Finance,2024-02-27
797863,Wisnu Latupono,1995-02-05,"Gg. M.T Haryono No. 9, Tangerang, Kalimantan Tengah 38167",CS Supervisor,Customer Service,2023-01-25
621669,Dr. Fitriani Sitorus,1965-01-04,"Gg. Laswi No. 88, Purwokerto, SG 25070",CS Manager,Customer Service,2021-11-16
766785,"Hj. Putri Prasetyo, S.Sos",2001-08-04,"Gg. Yos Sudarso No. 70, Surabaya, BA 36965",Senior CS Officer,Customer Service,2024-12-18
6533,Kambali Pertiwi,2002-09-30,"Jl. Dipatiukur No. 5, Kotamobagu, Maluku 16579",Claims Officer,Claims,2024-04-27
414742,"Dr. Ratna Melani, S.Sos",1966-01-16,"Gang Ciumbuleuit No. 54, Bitung, Kepulauan Riau 42593",CS Supervisor,Customer Service,2022-11-28
148120,Gilang Kurniawan,1975-12-28,"Jalan Siliwangi No. 861, Pekanbaru, Sulawesi Tenggara 69213",CS Supervisor,Customer Service,2022-01-23
760,"Wirda Adriansyah, S.Ked",1996-04-24,"Gg. Wonoayu No. 36, Yogyakarta, BB 21949",Claims Officer,Claims,2022-07-18
499911,"dr. Zulaikha Sitorus, S.Pt",1986-07-03,"Gg. Ahmad Yani No. 650, Sabang, Jambi 15860",CS Manager,Customer Service,2021-08-15
991531,R.A. Patricia Hutagalung,1968-03-12,"Jalan Stasiun Wonokromo No. 13, Bau-Bau, Jawa Timur 77870",Regional Sales Manager,Sales,2024-12-08
712706,"dr. Bakti Siregar, M.Ak",2007-02-25,"Jl. BKR No. 35, Tegal, PA 42680",Finance Supervisor,Finance,2022-08-22
7237,Jagaraga Sihombing,1975-06-14,"Jl. Joyoboyo No. 78, Cilegon, JA 69268",Finance Staff,Finance,2023-03-06
181528,Wulan Maryadi,1998-01-25,"Jalan Cihampelas No. 45, Surabaya, KT 64692",Finance Analyst,Finance,2025-06-26
944128,"R. Rosman Irawan, M.Ak",1967-07-02,"Gang Cikapayang No. 9, Metro, Kalimantan Barat 96392",Underwriter,Underwriting,2023-11-12
148981,Wawan Kuswandari,1970-12-23,"Gang Kebonjati No. 3, Bau-Bau, Lampung 57007",Senior CS Officer,Customer Service,2022-02-11
566976,Putri Nugroho,1964-12-24,"Jalan Suryakencana No. 5, Padang, YO 77264",Claims Officer,Claims,2023-01-24
781292,Manah Hassanah,2005-04-20,"Jl. Astana Anyar No. 00, Metro, Papua 77909",Regional Sales Manager,Sales,2024-02-25
987810,Gandewa Suryono,1997-09-03,"Gg. K.H. Wahid Hasyim No. 819, Tanjungpinang, Jawa Timur 26199",Underwriter,Underwriting,2020-11-05
989853,Siska Nashiruddin,1965-09-16,"Gang Sukajadi No. 2, Payakumbuh, JK 87295",Underwriting Manager,Underwriting,2021-06-11
45741,R.A. Shakila Hardiansyah,1998-05-02,"Gg. HOS. Cokroaminoto No. 577, Surakarta, Bengkulu 02999",CS Manager,Customer Service,2021-01-20
340345,"dr. Fathonah Jailani, S.Pd",1975-11-27,"Jalan Kutisari Selatan No. 3, Bengkulu, SB 42317",CS Manager,Customer Service,2023-10-16
794141,Ida Siregar,2006-04-25,"Gang Siliwangi No. 51, Medan, Kalimantan Utara 58172",Underwriting Manager,Underwriting,2023-02-01
188634,Pranata Suartini,1994-05-01,"Gang Tubagus Ismail No. 076, Solok, Sumatera Utara 30012",Finance Analyst,Finance,2024-01-10
774561,Unggul Prasasta,1971-04-25,"Jl. Sadang Serang No. 556, Lhokseumawe, Kalimantan Selatan 47650",Underwriter,Underwriting,2022-01-28
74514,Hilda Salahudin,1987-01-15,"Gg. Bangka Raya No. 385, Tarakan, Aceh 17336",Claims Manager,Claims,2022-08-15
122302,Atmaja Hidayanto,1993-12-19,"Gang Wonoayu No. 658, Kotamobagu, SB 10472",Underwriting Supervisor,Underwriting,2023-11-24
76911,"Labuh Haryanto, S.T.",1966-01-04,"Jalan M.T Haryono No. 72, Banda Aceh, JK 01500",Claims Supervisor,Claims,2021-11-06
54940,"H. Cawuk Budiyanto, S.E.",1989-05-03,"Jalan Kendalsari No. 627, Jayapura, GO 31569",CS Officer,Customer Service,2021-10-22
707370,Usyi Laksmiwati,1983-03-19,"Gang Gardujati No. 9, Tual, Papua Barat 39842",Sales Executive,Sales,2024-01-17
124097,"Dt. Leo Prasetyo, S.E.I",1971-09-20,"Gg. Bangka Raya No. 435, Tanjungbalai, LA 64099",Claims Supervisor,Claims,2024-07-12
212584,Akarsana Utama,2000-01-20,"Jalan Tebet Barat Dalam No. 4, Tangerang, SU 08559",CS Manager,Customer Service,2021-02-15
663108,Daryani Waluyo,2006-02-19,"Jl. Gedebage Selatan No. 6, Pematangsiantar, JT 74284",Regional Sales Manager,Sales,2020-08-30
350232,Asirwanda Kusumo,2005-01-26,"Jl. Ahmad Dahlan No. 321, Tanjungpinang, KT 44602",Finance Analyst,Finance,2025-05-15
617761,"Ir. Caket Narpati, S.Gz",1990-10-31,"Jalan R.E Martadinata No. 014, Padangpanjang, SR 39794",Senior CS Officer,Customer Service,2023-01-03
496015,"Ir. Tugiman Agustina, M.TI.",1994-01-31,"Jl. M.H Thamrin No. 11, Kupang, Kepulauan Bangka Belitung 67751",Regional Sales Manager,Sales,2025-06-24
196848,Artawan Usada,1965-12-04,"Gg. Rajawali Timur No. 6, Bitung, DI Yogyakarta 07558",Sales Executive,Sales,2023-05-02
298057,KH. Ibun Winarsih,1990-10-14,"Gg. Pasir Koja No. 00, Pontianak, ST 87486",Claims Supervisor,Claims,2021-03-21
538462,Balidin Hasanah,1970-01-13,"Jl. Raya Ujungberung No. 5, Tangerang, BT 38791",Finance Analyst,Finance,2022-04-28
101126,"H. Oman Gunawan, M.Pd",1993-05-18,"Jalan Ronggowarsito No. 133, Tarakan, BA 70792",Underwriting Supervisor,Underwriting,2025-06-28
524253,Daniswara Prakasa,1981-10-07,"Jalan Moch. Toha No. 57, Mojokerto, Papua 72785",Senior Underwriter,Underwriting,2022-07-04
971550,Tgk. Restu Suartini,1967-03-21,"Jalan Cempaka No. 9, Surabaya, JT 23319",Senior CS Officer,Customer Service,2024-01-12
914310,Maya Rajasa,1984-11-14,"Jalan Rawamangun No. 33, Subulussalam, Kalimantan Barat 59270",Claims Manager,Claims,2023-11-27
726880,Fitriani Oktaviani,1979-08-28,"Jl. Setiabudhi No. 766, Kota Administrasi Jakarta Selatan, Bali 94687",Senior Underwriter,Underwriting,2022-07-23
826819,Tgk. Maida Megantara,1968-09-02,"Jalan Rajawali Barat No. 039, Sorong, Sulawesi Utara 80971",Claims Officer,Claims,2022-11-24
491261,"Drs. Dodo Yuniar, S.E.",1984-10-03,"Gg. Jend. A. Yani No. 15, Pekalongan, Gorontalo 61947",Sales Executive,Sales,2021-05-09
579866,"Kasiran Puspita, S.E.",1990-04-23,"Gang Medokan Ayu No. 5, Palu, LA 85864",Claims Supervisor,Claims,2022-09-29
476853,"Gaduh Pangestu, M.Farm",2002-02-10,"Jl. Merdeka No. 59, Metro, Nusa Tenggara Barat 59903",CS Officer,Customer Service,2023-08-04
554125,drg. Lala Purwanti,1974-06-11,"Gg. Rawamangun No. 350, Prabumulih, Aceh 84095",Finance Analyst,Finance,2024-01-08
533436,Prima Sihombing,1978-08-05,"Jl. Pasteur No. 9, Bontang, Papua 16940",Senior Sales Executive,Sales,2022-01-17
807126,"Mahfud Nababan, M.M.",1976-05-30,"Jl. Jend. A. Yani No. 02, Tanjungpinang, Jawa Tengah 80761",Finance Analyst,Finance,2022-06-07
965171,"Rahmi Hidayanto, S.H.",1980-04-28,"Jl. Surapati No. 6, Lubuklinggau, MA 53540",Underwriter,Underwriting,2022-04-01
329819,"Pia Wijayanti, S.Pd",2005-12-24,"Jalan Pasteur No. 1, Semarang, BE 81922",Regional Sales Manager,Sales,2022-08-13
337257,"R. Nadine Irawan, S.E.I",1989-08-07,"Gg. Raya Ujungberung No. 7, Denpasar, MA 77055",Claims Supervisor,Claims,2020-07-24
347588,"Gandi Namaga, S.IP",1983-09-11,"Gang Raya Setiabudhi No. 751, Medan, DKI Jakarta 30202",Claims Supervisor,Claims,2022-01-25
799534,Cut Ophelia Nashiruddin,1980-08-28,"Gang Cempaka No. 3, Meulaboh, KU 22393",CS Manager,Customer Service,2021-09-26
661212,Vicky Nurdiyanti,1971-01-18,"Gg. Soekarno Hatta No. 1, Sibolga, YO 35817",Claims Analyst,Claims,2022-12-17
318427,Fitriani Halimah,1979-05-26,"Gang H.J Maemunah No. 4, Tangerang, GO 01208",Claims Officer,Claims,2025-06-24
6094,Alambana Rahmawati,1985-02-13,"Jl. Bangka Raya No. 890, Bandar Lampung, PA 15676",CS Officer,Customer Service,2024-02-14
67941,Dalima Setiawan,1978-09-19,"Gg. K.H. Wahid Hasyim No. 118, Dumai, Nusa Tenggara Barat 64391",Claims Analyst,Claims,2022-04-07
325342,Salimah Mustofa,1999-01-25,"Gg. BKR No. 632, Prabumulih, AC 15446",Underwriter,Underwriting,2022-07-11
306976,"R. Oni Maulana, M.Pd",1986-11-11,"Gang Pelajar Pejuang No. 35, Cilegon, Sumatera Barat 17367",Finance Manager,Finance,2021-08-19
30014,"Hesti Mahendra, S.E.I",2004-02-02,"Jalan Suniaraja No. 90, Surabaya, KU 86665",Sales Executive,Sales,2025-03-18
483721,Kasim Mustofa,1987-08-22,"Gg. Cikutra Timur No. 6, Kota Administrasi Jakarta Pusat, Riau 32824",Claims Analyst,Claims,2021-03-05
78235,"Empluk Maulana, S.IP",1978-08-11,"Gg. Ciwastra No. 22, Palopo, JK 29308",CS Supervisor,Customer Service,2023-09-05
772556,"Drs. Bagiya Mayasari, S.Gz",1967-03-26,"Jl. Sukabumi No. 915, Tarakan, Kalimantan Selatan 03522",Regional Sales Manager,Sales,2023-09-11
887301,"Septi Rahmawati, M.Pd",2000-11-30,"Jalan Rajiman No. 50, Sorong, SS 76850",Finance Manager,Finance,2021-09-23
925184,Luwar Melani,1994-02-20,"Gg. Pasirkoja No. 46, Kota Administrasi Jakarta Timur, Bali 14631",Finance Staff,Finance,2020-09-20
325548,Cawisono Prasasta,1996-10-13,"Gg. Rumah Sakit No. 916, Kotamobagu, KB 49925",Claims Manager,Claims,2023-03-02
688811,Maras Wibisono,1982-06-02,"Gang Astana Anyar No. 0, Kotamobagu, SG 53970",Senior CS Officer,Customer Service,2023-10-14
55275,Kawaya Utama,1970-07-06,"Gg. Wonoayu No. 710, Pekanbaru, Bali 63307",CS Supervisor,Customer Service,2023-11-07
776244,Paramita Saragih,1978-05-14,"Gg. Joyoboyo No. 2, Tidore Kepulauan, JT 05032",Finance Supervisor,Finance,2024-03-06
762739,Puti Zulaikha Puspita,2006-02-07,"Jalan Cihampelas No. 11, Subulussalam, Banten 84037",Sales Executive,Sales,2025-04-11
487581,Aris Firgantoro,1987-02-03,"Jl. Ir. H. Djuanda No. 06, Binjai, Nusa Tenggara Barat 33172",Claims Manager,Claims,2024-03-14
398515,Vino Setiawan,1977-04-11,"Jl. Gedebage Selatan No. 332, Padang Sidempuan, Sulawesi Selatan 10809",Underwriting Manager,Underwriting,2024-10-29
587406,Tgk. Jelita Usamah,2001-02-28,"Gg. Medokan Ayu No. 309, Bandar Lampung, BT 10124",Claims Supervisor,Claims,2024-09-07
686548,"Sutan Jayadi Sudiati, S.Sos",1986-11-20,"Gg. Dipatiukur No. 690, Palu, Riau 90853",Sales Executive,Sales,2023-11-17
933872,Joko Sihombing,2002-04-30,"Jl. M.T Haryono No. 4, Pangkalpinang, Sumatera Utara 09252",Claims Supervisor,Claims,2022-10-15
382384,Gangsa Adriansyah,1966-04-19,"Gg. Setiabudhi No. 2, Bukittinggi, JK 27614",Senior CS Officer,Customer Service,2023-02-20
358567,Drs. Utama Hidayat,2005-08-17,"Jalan Cihampelas No. 2, Kota Administrasi Jakarta Barat, JA 14875",Finance Manager,Finance,2022-01-24
365665,Gaman Jailani,1986-11-11,"Gg. Sentot Alibasa No. 740, Tidore Kepulauan, Aceh 65800",Underwriting Manager,Underwriting,2022-01-30
831670,Wasis Puspasari,1999-05-02,"Gg. Tebet Barat Dalam No. 902, Bontang, BB 63505",Claims Analyst,Claims,2021-01-16
795629,Opan Hutagalung,1990-01-08,"Jalan Rajiman No. 434, Pontianak, SR 55650",Underwriting Supervisor,Underwriting,2023-06-14
844967,"Betania Iswahyudi, S.Pt",1990-11-29,"Jl. Peta No. 2, Surakarta, Papua 84054",Claims Officer,Claims,2020-08-13
775305,Lintang Nainggolan,2002-08-21,"Gang Kapten Muslihat No. 355, Jayapura, BB 25061",Underwriting Supervisor,Underwriting,2023-03-23
317475,"Kania Namaga, S.IP",1980-09-07,"Jl. Moch. Toha No. 17, Semarang, BB 80899",Senior Underwriter,Underwriting,2021-08-27
847232,"Paris Usada, S.Kom",2002-04-16,"Gang Otto Iskandardinata No. 10, Pagaralam, Jawa Timur 75469",Regional Sales Manager,Sales,2024-05-24
264670,Kardi Suryono,1977-04-14,"Jalan Kebonjati No. 793, Banjarbaru, Sulawesi Utara 53299",Senior CS Officer,Customer Service,2024-07-07
36454,Fathonah Haryanto,1965-08-22,"Gang K.H. Wahid Hasyim No. 8, Kotamobagu, Lampung 16796",Underwriting Manager,Underwriting,2020-11-28
981069,Cinta Anggraini,1991-03-19,"Gang Waringin No. 4, Kupang, SR 47933",Sales Executive,Sales,2021-07-29
711769,"Jumadi Prasasta, S.H.",2000-06-14,"Gg. Rajawali Timur No. 8, Salatiga, SB 39279",Finance Staff,Finance,2022-02-23
128638,Tgk. Calista Mandasari,1964-07-28,"Gg. Kutisari Selatan No. 5, Surabaya, BE 90819",Finance Analyst,Finance,2025-02-04
772181,Wani Nainggolan,1993-11-21,"Gang Merdeka No. 233, Bitung, Sulawesi Barat 68441",CS Officer,Customer Service,2022-03-15
67521,Putri Prasetyo,1989-11-24,"Gg. Monginsidi No. 97, Semarang, DKI Jakarta 74020",Finance Staff,Finance,2023-09-18
400662,Virman Gunarto,1972-02-04,"Gg. Rajiman No. 222, Manado, SG 44256",CS Officer,Customer Service,2021-02-09
475991,Wani Thamrin,1997-05-29,"Jalan Peta No. 00, Kediri, Sumatera Barat 72697",Claims Supervisor,Claims,2021-01-15
865998,"Gina Nuraini, S.IP",2000-10-20,"Gg. HOS. Cokroaminoto No. 23, Tegal, NB 25347",Finance Supervisor,Finance,2023-09-10
165600,"Carla Megantara, M.Kom.",1995-01-20,"Jalan Jend. A. Yani No. 52, Bekasi, LA 39089",Underwriting Manager,Underwriting,2024-10-22
286583,"Jarwi Kusmawati, M.Farm",1979-07-01,"Gang Indragiri No. 6, Pasuruan, Maluku Utara 23861",Finance Analyst,Finance,2021-05-25
489296,Lulut Adriansyah,1968-07-09,"Gang Gardujati No. 22, Manado, Kalimantan Timur 67279",Finance Manager,Finance,2022-04-10
253370,"Cornelia Hutapea, M.Farm",1995-07-01,"Jl. Moch. Ramdan No. 82, Padang, Papua Barat 73826",Senior Underwriter,Underwriting,2025-03-25
870095,Perkasa Haryanto,2003-03-23,"Gg. Dr. Djunjunan No. 08, Sukabumi, Kalimantan Tengah 94617",Sales Executive,Sales,2021-12-24
960774,"Bakti Marpaung, S.Pt",1978-10-26,"Gg. Monginsidi No. 6, Jambi, Sulawesi Tengah 94727",Claims Analyst,Claims,2023-08-10
206496,Intan Uyainah,1991-04-18,"Gang Kebonjati No. 2, Kotamobagu, Kepulauan Riau 78919",Senior Sales Executive,Sales,2022-11-09
498709,Puti Eka Santoso,1977-02-01,"Jl. HOS. Cokroaminoto No. 7, Surakarta, JK 46017",Sales Executive,Sales,2021-04-08
62561,Labuh Mansur,1979-05-29,"Jl. S. Parman No. 13, Pagaralam, JT 58090",CS Officer,Customer Service,2020-12-01
933526,"Dt. Luthfi Hutagalung, S.Psi",1969-10-27,"Gang S. Parman No. 95, Surabaya, AC 35349",Finance Manager,Finance,2023-04-25
762398,Vino Nashiruddin,1991-12-27,"Gang Kutai No. 6, Serang, GO 45095",Finance Supervisor,Finance,2021-05-22
697030,"Janet Nurdiyanti, S.Sos",1977-09-04,"Gg. Joyoboyo No. 111, Palu, JI 92577",Senior CS Officer,Customer Service,2023-08-12
